id,Season,Year,total_seas_prcp,name
ASN00014163,Summer,1967,1248,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1967,636,ADELAIDE WEST TERRACE
ASN00040214,Summer,1967,5368,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1967,3608,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1967,587,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1967,608,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1967,6002,PERTH REGIONAL OFFICE
ASN00014163,Winter,1967,0,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1967,1175,ADELAIDE WEST TERRACE
ASN00040214,Winter,1967,7180,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1967,4537,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1967,1320,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1967,1900,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1968,1933,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1968,5794,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1968,2019,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1968,1461,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1968,2325,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1968,1890,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1968,1383,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1968,1820,PERTH REGIONAL OFFICE
ASN00014163,Spring,1968,1653,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1968,1416,ADELAIDE WEST TERRACE
ASN00040214,Spring,1968,692,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1968,295,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1968,1069,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1968,1301,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1968,430,PERTH REGIONAL OFFICE
ASN00014163,Summer,1968,10066,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1968,1219,ADELAIDE WEST TERRACE
ASN00040214,Summer,1968,5365,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1968,2442,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1968,1073,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1968,1101,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1968,5126,PERTH REGIONAL OFFICE
ASN00014163,Winter,1968,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1968,1891,ADELAIDE WEST TERRACE
ASN00040214,Winter,1968,1001,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1968,1186,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1968,1301,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1968,1394,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1969,1604,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1969,3030,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1969,1353,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1969,3644,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1969,3323,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1969,2100,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1969,1597,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1969,525,PERTH REGIONAL OFFICE
ASN00014163,Spring,1969,1163,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1969,751,ADELAIDE WEST TERRACE
ASN00040214,Spring,1969,3370,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1969,3707,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1969,1420,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1969,1470,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1969,171,PERTH REGIONAL OFFICE
ASN00014163,Summer,1969,11081,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1969,1437,ADELAIDE WEST TERRACE
ASN00040214,Summer,1969,1694,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1969,3277,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1969,1720,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1969,2942,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1969,3439,PERTH REGIONAL OFFICE
ASN00014163,Winter,1969,10,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1969,1721,ADELAIDE WEST TERRACE
ASN00040214,Winter,1969,1754,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1969,4167,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1969,1017,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1969,1258,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1970,2450,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1970,1077,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1970,1285,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1970,2635,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1970,2496,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1970,2866,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1970,1236,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1970,1410,PERTH REGIONAL OFFICE
ASN00014163,Spring,1970,1999,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1970,1040,ADELAIDE WEST TERRACE
ASN00040214,Spring,1970,4753,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1970,3118,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1970,1391,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1970,1908,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1970,518,PERTH REGIONAL OFFICE
ASN00014163,Summer,1970,6589,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1970,291,ADELAIDE WEST TERRACE
ASN00040214,Summer,1970,6505,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1970,4634,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1970,2338,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1970,2809,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1970,4707,PERTH REGIONAL OFFICE
ASN00014163,Winter,1970,0,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1970,1942,ADELAIDE WEST TERRACE
ASN00040214,Winter,1970,508,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1970,787,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1970,1449,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1970,2198,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1971,1644,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1971,7227,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1971,2864,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1971,1331,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1971,2886,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1971,1356,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1971,1291,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1971,3069,PERTH REGIONAL OFFICE
ASN00014163,Spring,1971,1929,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1971,1592,ADELAIDE WEST TERRACE
ASN00040214,Spring,1971,2682,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1971,1316,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1971,2756,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1971,2216,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1971,214,PERTH REGIONAL OFFICE
ASN00014163,Summer,1971,7005,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1971,327,ADELAIDE WEST TERRACE
ASN00040214,Summer,1971,8847,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1971,4231,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1971,2585,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1971,2555,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1971,3067,PERTH REGIONAL OFFICE
ASN00014163,Winter,1971,0,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1971,1951,ADELAIDE WEST TERRACE
ASN00040214,Winter,1971,886,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1971,2656,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1971,1107,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1971,1049,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1972,637,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1972,3926,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1972,715,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1972,4793,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1972,3475,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1972,921,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1972,499,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1972,1033,PERTH REGIONAL OFFICE
ASN00014163,Spring,1972,2349,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1972,793,ADELAIDE WEST TERRACE
ASN00040214,Spring,1972,6578,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1972,2540,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1972,1209,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1972,816,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1972,11,PERTH REGIONAL OFFICE
ASN00014163,Summer,1972,8094,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1972,1354,ADELAIDE WEST TERRACE
ASN00040214,Summer,1972,7011,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1972,5256,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1972,2687,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1972,1580,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1972,4433,PERTH REGIONAL OFFICE
ASN00014163,Winter,1972,74,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1972,1603,ADELAIDE WEST TERRACE
ASN00040214,Winter,1972,513,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1972,1552,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1972,851,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1972,1261,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1973,1752,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1973,4557,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1973,1585,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1973,731,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1973,2066,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1973,1757,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1973,1748,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1973,2278,PERTH REGIONAL OFFICE
ASN00014163,Spring,1973,2200,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1973,1697,ADELAIDE WEST TERRACE
ASN00040214,Spring,1973,2950,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1973,3639,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1973,1806,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1973,2001,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1973,98,PERTH REGIONAL OFFICE
ASN00014163,Summer,1973,9478,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1973,1183,ADELAIDE WEST TERRACE
ASN00040214,Summer,1973,5066,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1973,6568,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1973,3049,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1973,1622,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1973,5610,PERTH REGIONAL OFFICE
ASN00014163,Winter,1973,913,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1973,2306,ADELAIDE WEST TERRACE
ASN00040214,Winter,1973,3874,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1973,2652,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1973,1571,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1973,684,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1974,2674,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1974,4863,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1974,1314,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1974,7001,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1974,6610,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1974,2857,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1974,1760,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1974,1372,PERTH REGIONAL OFFICE
ASN00014163,Spring,1974,2192,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1974,1864,ADELAIDE WEST TERRACE
ASN00040214,Spring,1974,2848,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1974,2124,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1974,2034,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1974,1359,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1974,112,PERTH REGIONAL OFFICE
ASN00014163,Summer,1974,8216,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1974,1352,ADELAIDE WEST TERRACE
ASN00040214,Summer,1974,10594,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1974,3326,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1974,1436,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1974,1145,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1974,5223,PERTH REGIONAL OFFICE
ASN00014163,Winter,1974,201,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1974,1860,ADELAIDE WEST TERRACE
ASN00040214,Winter,1974,1494,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1974,3964,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1974,1708,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1974,2810,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1975,1094,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1975,3322,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1975,1898,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1975,1060,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1975,4719,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1975,1122,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1975,1636,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1975,1028,PERTH REGIONAL OFFICE
ASN00014163,Spring,1975,3143,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1975,1468,ADELAIDE WEST TERRACE
ASN00040214,Spring,1975,2620,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1975,1850,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1975,3246,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1975,3131,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1975,26,PERTH REGIONAL OFFICE
ASN00014163,Summer,1975,7978,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1975,400,ADELAIDE WEST TERRACE
ASN00040214,Summer,1975,6048,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1975,2118,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1975,986,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1975,1104,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1975,4673,PERTH REGIONAL OFFICE
ASN00014163,Winter,1975,1,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1975,1460,ADELAIDE WEST TERRACE
ASN00040214,Winter,1975,1182,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1975,4242,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1975,1744,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1975,2726,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1976,1416,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1976,4417,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1976,508,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1976,3294,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1976,3748,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1976,688,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1976,1014,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1976,1506,PERTH REGIONAL OFFICE
ASN00014163,Spring,1976,151,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1976,956,ADELAIDE WEST TERRACE
ASN00040214,Spring,1976,3734,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1976,5086,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1976,2470,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1976,2127,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1976,786,PERTH REGIONAL OFFICE
ASN00014163,Summer,1976,7740,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1976,1070,ADELAIDE WEST TERRACE
ASN00040214,Summer,1976,5280,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1976,5568,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1976,849,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1976,1532,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1976,3418,PERTH REGIONAL OFFICE
ASN00014163,Winter,1976,0,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1976,1130,ADELAIDE WEST TERRACE
ASN00040214,Winter,1976,814,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1976,3424,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1976,1032,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1976,2321,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1977,1224,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1977,12288,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1977,932,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1977,1673,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1977,4028,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1977,1510,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1977,1138,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1977,1310,PERTH REGIONAL OFFICE
ASN00014163,Spring,1977,642,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1977,1250,ADELAIDE WEST TERRACE
ASN00040214,Spring,1977,2198,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1977,906,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1977,1430,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1977,1466,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1977,204,PERTH REGIONAL OFFICE
ASN00014163,Summer,1977,10280,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1977,814,ADELAIDE WEST TERRACE
ASN00040214,Summer,1977,2280,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1977,2966,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1977,1312,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1977,1156,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1977,3332,PERTH REGIONAL OFFICE
ASN00014163,Winter,1977,0,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1977,1000,ADELAIDE WEST TERRACE
ASN00040214,Winter,1977,446,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1977,1332,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1977,1798,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1977,1156,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1978,1598,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1978,1489,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1978,1130,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1978,3012,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1978,5092,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1978,2482,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1978,1003,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1978,2020,PERTH REGIONAL OFFICE
ASN00014163,Spring,1978,5141,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1978,1612,ADELAIDE WEST TERRACE
ASN00040214,Spring,1978,2186,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1978,2970,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1978,2430,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1978,1324,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1978,594,PERTH REGIONAL OFFICE
ASN00014163,Summer,1978,7711,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1978,326,ADELAIDE WEST TERRACE
ASN00040214,Summer,1978,3086,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1978,3254,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1978,2038,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1978,1383,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1978,5016,PERTH REGIONAL OFFICE
ASN00014163,Winter,1978,100,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1978,2668,ADELAIDE WEST TERRACE
ASN00040214,Winter,1978,1362,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1978,3670,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1978,1720,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1978,1890,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1979,1310,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1979,2799,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1979,NA,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1979,1400,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1979,3318,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1979,1604,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1979,657,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1979,1010,PERTH REGIONAL OFFICE
ASN00014163,Spring,1979,1440,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1979,NA,ADELAIDE WEST TERRACE
ASN00040214,Spring,1979,1820,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1979,1384,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1979,2016,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1979,1069,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1979,136,PERTH REGIONAL OFFICE
ASN00014163,Summer,1979,5757,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1979,516,ADELAIDE WEST TERRACE
ASN00040214,Summer,1979,3050,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1979,1350,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1979,914,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1979,923,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1979,3140,PERTH REGIONAL OFFICE
ASN00014163,Winter,1979,0,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1979,NA,ADELAIDE WEST TERRACE
ASN00040214,Winter,1979,1210,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1979,2054,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1979,898,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1979,661,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1980,2112,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1980,2462,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1980,NA,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1980,4334,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1980,2022,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1980,1548,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1980,913,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1980,1352,PERTH REGIONAL OFFICE
ASN00014163,Spring,1980,2397,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1980,NA,ADELAIDE WEST TERRACE
ASN00040214,Spring,1980,2032,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1980,982,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1980,1682,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1980,1713,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1980,328,PERTH REGIONAL OFFICE
ASN00014163,Summer,1980,12352,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1980,NA,ADELAIDE WEST TERRACE
ASN00040214,Summer,1980,4436,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1980,3296,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1980,1536,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1980,404,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1980,4652,PERTH REGIONAL OFFICE
ASN00014163,Winter,1980,33,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1980,NA,ADELAIDE WEST TERRACE
ASN00040214,Winter,1980,558,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1980,1062,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1980,1676,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1980,1152,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1981,2200,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1981,4835,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1981,NA,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1981,2604,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1981,2524,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1981,1724,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1981,1396,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1981,1256,PERTH REGIONAL OFFICE
ASN00014163,Spring,1981,2693,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1981,NA,ADELAIDE WEST TERRACE
ASN00040214,Spring,1981,4386,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1981,3387,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1981,1256,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1981,1045,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1981,260,PERTH REGIONAL OFFICE
ASN00014163,Summer,1981,14484,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1981,NA,ADELAIDE WEST TERRACE
ASN00040214,Summer,1981,6476,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1981,3418,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1981,1006,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1981,541,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1981,4770,PERTH REGIONAL OFFICE
ASN00014163,Winter,1981,64,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1981,NA,ADELAIDE WEST TERRACE
ASN00040214,Winter,1981,1052,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1981,1054,SYDNEY (OBSERVATORY HILL)
