id,Season,Year,total_seas_prcp,name
ASN00094030,Summer,1938,2253,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1938,4177,PERTH REGIONAL OFFICE
ASN00014163,Winter,1938,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1938,1767,ADELAIDE WEST TERRACE
ASN00040214,Winter,1938,890,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1938,2984,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1938,1846,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1938,2169,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1939,2276,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1939,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1939,1365,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1939,5475,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1939,4567,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1939,1846,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1939,1123,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1939,959,PERTH REGIONAL OFFICE
ASN00014163,Spring,1939,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1939,1383,ADELAIDE WEST TERRACE
ASN00040214,Spring,1939,1347,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1939,1765,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1939,2223,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1939,1944,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1939,499,PERTH REGIONAL OFFICE
ASN00014163,Summer,1939,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1939,847,ADELAIDE WEST TERRACE
ASN00040214,Summer,1939,1987,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1939,990,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1939,2217,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1939,684,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1939,7878,PERTH REGIONAL OFFICE
ASN00014163,Winter,1939,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1939,2335,ADELAIDE WEST TERRACE
ASN00040214,Winter,1939,1711,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1939,1243,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1939,2137,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1939,2517,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1940,826,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1940,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1940,1163,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1940,2523,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1940,3225,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1940,1323,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1940,839,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1940,1346,PERTH REGIONAL OFFICE
ASN00014163,Spring,1940,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1940,914,ADELAIDE WEST TERRACE
ASN00040214,Spring,1940,1876,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1940,2074,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1940,1329,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1940,434,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1940,315,PERTH REGIONAL OFFICE
ASN00014163,Summer,1940,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1940,665,ADELAIDE WEST TERRACE
ASN00040214,Summer,1940,5910,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1940,2471,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1940,1155,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1940,660,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1940,2600,PERTH REGIONAL OFFICE
ASN00014163,Winter,1940,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1940,1371,ADELAIDE WEST TERRACE
ASN00040214,Winter,1940,457,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1940,2241,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1940,1243,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1940,664,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1941,1577,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1941,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1941,929,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1941,2753,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1941,1808,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1941,1449,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1941,NA,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1941,1941,PERTH REGIONAL OFFICE
ASN00014163,Spring,1941,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1941,1765,ADELAIDE WEST TERRACE
ASN00040214,Spring,1941,630,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1941,1397,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1941,1661,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1941,NA,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1941,69,PERTH REGIONAL OFFICE
ASN00014163,Summer,1941,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1941,1177,ADELAIDE WEST TERRACE
ASN00040214,Summer,1941,3925,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1941,1802,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1941,2869,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1941,1406,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1941,5244,PERTH REGIONAL OFFICE
ASN00014163,Winter,1941,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1941,1873,ADELAIDE WEST TERRACE
ASN00040214,Winter,1941,701,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1941,1797,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1941,2107,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1941,213,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1942,2796,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1942,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1942,1799,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1942,1893,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1942,5744,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1942,2909,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1942,1475,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1942,1785,PERTH REGIONAL OFFICE
ASN00014163,Spring,1942,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1942,1488,ADELAIDE WEST TERRACE
ASN00040214,Spring,1942,1558,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1942,3167,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1942,2051,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1942,1170,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1942,332,PERTH REGIONAL OFFICE
ASN00014163,Summer,1942,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1942,610,ADELAIDE WEST TERRACE
ASN00040214,Summer,1942,6930,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1942,1441,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1942,1491,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1942,943,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1942,5036,PERTH REGIONAL OFFICE
ASN00014163,Winter,1942,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1942,2575,ADELAIDE WEST TERRACE
ASN00040214,Winter,1942,803,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1942,2102,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1942,1128,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1942,1254,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1943,1787,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1943,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1943,908,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1943,1533,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1943,4374,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1943,823,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1943,933,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1943,1222,PERTH REGIONAL OFFICE
ASN00014163,Spring,1943,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1943,883,ADELAIDE WEST TERRACE
ASN00040214,Spring,1943,4793,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1943,4779,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1943,1511,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1943,1476,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1943,328,PERTH REGIONAL OFFICE
ASN00014163,Summer,1943,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1943,1203,ADELAIDE WEST TERRACE
ASN00040214,Summer,1943,5841,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1943,1463,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1943,1311,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1943,1359,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1943,4657,PERTH REGIONAL OFFICE
ASN00014163,Winter,1943,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1943,1548,ADELAIDE WEST TERRACE
ASN00040214,Winter,1943,710,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1943,2279,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1943,1137,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1943,1162,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1944,1611,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1944,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1944,1698,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1944,952,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1944,2432,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1944,2404,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1944,1489,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1944,1207,PERTH REGIONAL OFFICE
ASN00014163,Spring,1944,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1944,1024,ADELAIDE WEST TERRACE
ASN00040214,Spring,1944,1713,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1944,843,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1944,1182,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1944,1781,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1944,505,PERTH REGIONAL OFFICE
ASN00014163,Summer,1944,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1944,785,ADELAIDE WEST TERRACE
ASN00040214,Summer,1944,2362,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1944,1721,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1944,1017,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1944,1903,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1944,3647,PERTH REGIONAL OFFICE
ASN00014163,Winter,1944,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1944,853,ADELAIDE WEST TERRACE
ASN00040214,Winter,1944,2047,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1944,2871,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1944,829,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1944,1065,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1945,1619,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1945,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1945,511,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1945,2177,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1945,5557,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1945,1021,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1945,435,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1945,1846,PERTH REGIONAL OFFICE
ASN00014163,Spring,1945,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1945,1822,ADELAIDE WEST TERRACE
ASN00040214,Spring,1945,2678,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1945,1022,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1945,1211,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1945,988,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1945,352,PERTH REGIONAL OFFICE
ASN00014163,Summer,1945,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1945,809,ADELAIDE WEST TERRACE
ASN00040214,Summer,1945,4757,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1945,1650,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1945,1120,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1945,1427,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1945,9571,PERTH REGIONAL OFFICE
ASN00014163,Winter,1945,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1945,1399,ADELAIDE WEST TERRACE
ASN00040214,Winter,1945,2631,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1945,3542,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1945,1545,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1945,1138,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1946,2737,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1946,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1946,1511,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1946,3233,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1946,4368,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1946,1283,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1946,3103,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1946,1001,PERTH REGIONAL OFFICE
ASN00014163,Spring,1946,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1946,932,ADELAIDE WEST TERRACE
ASN00040214,Spring,1946,1784,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1946,1781,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1946,1596,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1946,1772,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1946,143,PERTH REGIONAL OFFICE
ASN00014163,Summer,1946,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1946,1646,ADELAIDE WEST TERRACE
ASN00040214,Summer,1946,4603,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1946,1182,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1946,3222,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1946,1494,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1946,6654,PERTH REGIONAL OFFICE
ASN00014163,Winter,1946,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1946,1658,ADELAIDE WEST TERRACE
ASN00040214,Winter,1946,206,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1946,1828,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1946,1478,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1946,2891,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1947,3645,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1947,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1947,1321,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1947,5071,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1947,3652,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1947,2416,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1947,1841,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1947,2372,PERTH REGIONAL OFFICE
ASN00014163,Spring,1947,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1947,1526,ADELAIDE WEST TERRACE
ASN00040214,Spring,1947,2387,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1947,1591,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1947,2258,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1947,2362,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1947,118,PERTH REGIONAL OFFICE
ASN00014163,Summer,1947,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1947,704,ADELAIDE WEST TERRACE
ASN00040214,Summer,1947,7578,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1947,4050,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1947,1513,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1947,1771,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1947,4901,PERTH REGIONAL OFFICE
ASN00014163,Winter,1947,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1947,2029,ADELAIDE WEST TERRACE
ASN00040214,Winter,1947,287,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1947,1108,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1947,1566,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1947,2899,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1948,1420,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1948,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1948,2044,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1948,3858,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1948,2612,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1948,1398,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1948,1322,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1948,2258,PERTH REGIONAL OFFICE
ASN00014163,Spring,1948,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1948,1599,ADELAIDE WEST TERRACE
ASN00040214,Spring,1948,1108,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1948,1094,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1948,1906,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1948,1784,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1948,191,PERTH REGIONAL OFFICE
ASN00014163,Summer,1948,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1948,371,ADELAIDE WEST TERRACE
ASN00040214,Summer,1948,2871,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1948,3963,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1948,1247,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1948,831,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1948,4962,PERTH REGIONAL OFFICE
ASN00014163,Winter,1948,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1948,1429,ADELAIDE WEST TERRACE
ASN00040214,Winter,1948,2722,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1948,2200,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1948,789,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1948,717,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1949,864,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1949,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1949,591,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1949,2501,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1949,2302,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1949,2277,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1949,963,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1949,1564,PERTH REGIONAL OFFICE
ASN00014163,Spring,1949,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1949,2031,ADELAIDE WEST TERRACE
ASN00040214,Spring,1949,4574,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1949,3560,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1949,3094,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1949,1618,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1949,120,PERTH REGIONAL OFFICE
ASN00014163,Summer,1949,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1949,750,ADELAIDE WEST TERRACE
ASN00040214,Summer,1949,3928,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1949,4876,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1949,1275,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1949,620,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1949,4355,PERTH REGIONAL OFFICE
ASN00014163,Winter,1949,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1949,1268,ADELAIDE WEST TERRACE
ASN00040214,Winter,1949,986,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1949,6107,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1949,1339,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1949,867,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1950,1809,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1950,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1950,1052,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1950,3215,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1950,4719,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1950,1908,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1950,1184,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1950,1935,PERTH REGIONAL OFFICE
ASN00014163,Spring,1950,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1950,1275,ADELAIDE WEST TERRACE
ASN00040214,Spring,1950,2861,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1950,3128,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1950,2060,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1950,1581,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1950,200,PERTH REGIONAL OFFICE
ASN00014163,Summer,1950,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1950,378,ADELAIDE WEST TERRACE
ASN00040214,Summer,1950,6051,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1950,3490,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1950,1818,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1950,420,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1950,4263,PERTH REGIONAL OFFICE
ASN00014163,Winter,1950,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1950,1382,ADELAIDE WEST TERRACE
ASN00040214,Winter,1950,4117,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1950,10603,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1950,882,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1950,999,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1951,1735,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1951,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1951,1772,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1951,2244,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1951,3104,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1951,1851,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1951,1557,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1951,1043,PERTH REGIONAL OFFICE
ASN00014163,Spring,1951,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1951,1100,ADELAIDE WEST TERRACE
ASN00040214,Spring,1951,561,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1951,1606,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1951,1374,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1951,1203,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1951,1117,PERTH REGIONAL OFFICE
ASN00014163,Summer,1951,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1951,901,ADELAIDE WEST TERRACE
ASN00040214,Summer,1951,5163,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1951,3455,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1951,2273,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1951,896,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1951,4787,PERTH REGIONAL OFFICE
ASN00014163,Winter,1951,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1951,2697,ADELAIDE WEST TERRACE
ASN00040214,Winter,1951,641,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1951,5350,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1951,2097,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1951,641,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1952,1674,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1952,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1952,1777,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1952,3066,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1952,3937,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1952,1635,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1952,1409,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1952,1749,PERTH REGIONAL OFFICE
ASN00014163,Spring,1952,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1952,1527,ADELAIDE WEST TERRACE
ASN00040214,Spring,1952,1789,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1952,2875,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1952,2635,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1952,1366,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1952,468,PERTH REGIONAL OFFICE
ASN00014163,Summer,1952,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1952,549,ADELAIDE WEST TERRACE
ASN00040214,Summer,1952,1698,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1952,1468,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1952,1623,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1952,638,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1952,6098,PERTH REGIONAL OFFICE
ASN00014163,Winter,1952,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1952,1236,ADELAIDE WEST TERRACE
ASN00040214,Winter,1952,1960,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1952,6767,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1952,2856,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1952,1770,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1953,1779,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1953,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1953,642,ADELAIDE WEST TERRACE
